"","x"
"203",3008
"204",2961
"205",2981
"206",2988
"207",1039
"208",995
"209",1017
"210",1036
"211",972
"212",1078
"213",1054
"214",1024
"215",1019
"216",1057
"217",2812
"218",2800
"219",2866
"220",2877
"221",2883
"222",2404
"223",2476
"224",2879
"225",2906
"226",2867
"227",2484
"228",2480
"229",2440
"230",1861
"231",1951
"232",2824
"233",2869
"234",2875
"235",2982
"236",3013
"237",2999
"238",2968
"239",2797
"240",2986
"241",2880
"242",2895
"243",2804
"244",1942
"245",1859
"246",1953
"247",1858
"248",1905
"249",1874
"250",1911
"251",1892
"252",2328
"253",2294
"254",2302
"255",2314
"256",2322
"257",2310
"258",2311
"259",1946
"260",1916
"261",1869
"262",1940
"263",1918
"264",1919
"265",1933
"266",1860
"267",2295
"268",2317
"269",2298
"270",2313
"271",2325
"272",2296
"273",2290
"274",2327
"275",2304
"276",2303
"277",2316
"278",2308
"279",1866
"280",1921
"281",1927
"282",1880
"283",2299
"284",1934
"285",1939
"286",1903
"287",1882
"288",1865
"289",1938
"290",1899
"291",1909
"292",1875
"293",1932
"294",1885
"295",1936
"296",1886
"297",1890
"298",1941
"299",2854
"300",2817
"301",2830
"302",2903
"303",2819
"304",2863
"305",2912
"306",2913
"307",2798
"308",2888
"309",2789
"310",2971
"311",2809
"312",2990
"313",3003
"314",2846
"315",2910
"316",2821
"317",2860
"318",1955
"319",1870
"320",1862
"321",1917
"322",1956
"323",1914
"324",2424
"325",2431
"326",2428
"327",2838
"328",1007
"329",1026
"330",1056
"331",1025
"332",2426
"333",2409
"334",2472
"335",2439
"336",2423
"337",2481
"338",2407
"339",966
"340",1020
"341",985
"342",1022
"343",1014
"344",992
"345",1058
"346",984
"347",968
"348",1040
"349",2017
"350",971
"351",1055
"352",1000
"353",998
"354",978
"355",2022
"356",2018
"357",2040
"358",1018
"359",967
"360",678
"361",687
"362",752
"363",731
"364",2028
"365",2015
"366",2011
"367",2042
"368",2055
"369",2084
"370",2064
"371",2020
"372",2089
"373",2058
"374",2021
"375",2038
"376",2033
"377",2023
"378",2045
"379",2092
"380",2066
"381",2077
"382",744
"383",684
"384",733
"385",736
"386",704
"387",718
"388",723
"389",691
"390",674
"391",747
"392",584
"393",746
"394",653
"395",749
"396",667
"397",742
"398",686
"399",717
"400",724
"401",730
"402",695
"403",669
"404",675
"405",671
"406",754
"407",672
"408",688
"409",713
"410",734
"411",1208
"412",709
"413",727
"414",708
"415",607
"416",599
"417",719
"418",700
"419",738
"420",729
"421",715
"422",748
"423",706
"424",683
"425",1211
"426",1277
"427",1267
"428",1258
"429",1261
"430",1250
"431",1248
"432",1280
"433",1240
"434",1264
"435",1254
"436",1215
"437",1223
"438",1262
"439",1269
"440",1217
"441",1237
"442",1225
"443",1207
"444",1242
"445",1202
"446",1212
"447",1221
"448",1213
"449",1268
"450",1266
"451",1257
"452",1265
"453",1201
"454",1198
"455",1232
"456",1203
"457",1206
"458",1253
"459",1270
"460",1226
"461",1234
"462",1251
"463",1259
"464",1256
"465",1231
"466",1238
"467",1200
"468",1236
"469",1205
"470",1220
"471",1216
"472",1275
"473",1222
"474",1276
"475",1229
"476",1273
"477",1241
"478",1271
"479",1247
"480",1260
"481",1279
"482",1230
"483",1244
"484",1278
"485",1235
"486",1210
"487",1272
"488",707
"489",720
"490",755
"491",698
"492",753
"493",664
"494",2078
"495",2044
"496",2035
"497",1243
"498",1227
"499",665
"500",680
"501",739
"502",1209
"503",2095
"504",2029
"505",2072
"506",2090
"507",2063
"508",701
"509",668
"510",690
"511",681
"512",696
"513",711
"514",697
"515",743
"516",692
"517",712
"518",693
"519",716
"520",670
"521",666
"522",679
"523",732
"524",721
"525",741
"526",980
"527",702
"528",1071
"529",703
"530",735
"531",673
"532",685
"533",694
"534",751
"535",699
"536",710
"537",722
"538",676
"539",725
"540",750
"541",1010
"542",1013
"543",1076
"544",1072
"545",987
"546",976
"547",1031
"548",1070
"549",2475
"550",2436
"551",2437
"552",2397
"553",2435
"554",2445
"555",2444
"556",39
"557",40
"558",30
"559",17
"560",2485
"561",2462
"562",2414
"563",2430
"564",1438
"565",1426
"566",1437
"567",1440
"568",1396
"569",1408
"570",1415
"571",38
"572",47
"573",67
"574",64
"575",29
"576",54
"577",1419
"578",1380
"579",1411
"580",1420
"581",1447
"582",1417
"583",1418
"584",1429
"585",1402
"586",60
"587",1405
"588",12
"589",1379
"590",1398
"591",1432
"592",1428
"593",1407
"594",1371
"595",1377
"596",1374
"597",1448
"598",1389
"599",1373
"600",103
"601",122
"602",95
"603",104
"604",91
"605",1443
"606",1434
"607",1409
"608",1394
"609",1430
"610",1392
"611",1442
"612",1378
"613",1382
"614",1410
"615",1406
"616",1431
"617",1400
"618",1383
"619",1401
"620",1444
"621",13
"622",65
"623",1388
"624",1387
"625",49
"626",1397
"627",1391
"628",1390
"629",1422
"630",1433
"631",1423
"632",1385
"633",1404
"634",1413
"635",1138
"636",1441
"637",1424
"638",1132
"639",1125
"640",1111
"641",1127
"642",1134
"643",1108
"644",1105
"645",1117
"646",1123
"647",1115
"648",1131
"649",1124
"650",1126
"651",1082
"652",1096
"653",1103
"654",1083
"655",1130
"656",1102
"657",1129
"658",1140
"659",1128
"660",1107
"661",1136
"662",1080
"663",1106
"664",1091
"665",1089
"666",1085
"667",1137
"668",1081
"669",1099
"670",1118
"671",1142
"672",1446
"673",1098
"674",1370
"675",1386
"676",1368
"677",1094
"678",1084
"679",1119
"680",1101
"681",1143
"682",1114
"683",1086
"684",1120
"685",1095
"686",1088
"687",1087
"688",1139
"689",1093
"690",1110
"691",1104
"692",1090
"693",1109
"694",1092
"695",1399
"696",1133
"697",1100
"698",1112
"699",1121
"700",1116
"701",1135
"702",152
"703",102
"704",92
"705",137
"706",113
"707",149
"708",123
"709",2508
"710",2714
"711",2569
"712",2683
"713",2142
"714",2161
"715",2109
"716",2628
"717",2563
"718",2549
"719",2601
"720",2605
"721",2532
"722",2688
"723",2546
"724",2550
"725",2709
"726",2673
"727",2671
"728",2600
"729",2561
"730",2556
"731",2519
"732",2616
"733",2565
"734",2666
"735",2657
"736",2603
"737",2705
"738",2530
"739",2715
"740",2689
"741",2710
"742",2531
"743",2514
"744",2537
"745",2696
"746",2707
"747",2653
"748",2623
"749",2649
"750",2643
"751",2695
"752",2639
"753",2516
"754",2630
"755",2656
"756",2536
"757",2586
"758",2702
"759",2507
"760",2598
"761",2615
"762",2559
"763",2664
"764",2618
"765",2679
"766",2723
"767",2596
"768",2634
"769",2602
"770",2717
"771",2676
"772",2718
"773",2665
"774",2610
"775",2589
"776",2670
"777",2612
"778",2525
"779",2573
"780",2509
"781",2635
"782",2693
"783",2590
"784",2659
"785",2582
"786",2726
"787",2568
"788",2497
"789",2534
"790",2728
"791",2564
"792",2632
"793",2551
"794",2578
"795",2730
"796",2650
"797",2609
"798",2518
"799",2724
"800",2577
"801",2685
"802",2493
"803",2614
"804",2555
"805",2729
"806",2742
"807",2613
"808",2513
"809",2703
"810",2597
"811",2734
"812",2520
"813",2620
"814",2626
"815",2667
"816",2694
"817",2502
"818",2638
"819",2645
"820",2631
"821",2553
"822",2651
"823",2743
"824",2571
"825",2496
"826",2617
"827",2736
"828",2583
"829",2535
"830",2504
"831",2619
"832",2652
"833",2499
"834",2721
"835",2625
"836",2722
"837",2682
"838",2558
"839",2622
"840",2575
"841",2505
"842",2594
"843",2716
"844",2735
"845",2517
"846",2500
"847",2633
"848",2515
"849",2510
"850",2725
"851",2646
"852",2687
"853",2636
"854",2562
"855",2655
"856",2503
"857",2539
"858",2644
"859",2570
"860",2490
"861",2526
"862",2701
"863",2739
"864",2521
"865",2719
"866",2581
"867",2690
"868",2663
"869",2492
"870",2692
"871",2691
"872",1122
"873",2699
"874",2672
"875",2661
"876",2523
"877",2647
"878",2591
"879",128
"880",119
"881",96
"882",111
"883",132
"884",134
"885",89
"886",88
"887",1113
"888",84
"889",1141
"890",1097
"891",1395
"892",1449
"893",1412
"894",1393
"895",1375
"896",1416
"897",1445
"898",1376
"899",1425
"900",1403
"901",1414
"902",1372
"903",2418
"904",2429
"905",1369
"906",2449
"907",2406
"908",2451
"909",2433
"910",2403
"911",2434
"912",977
"913",1038
"914",1029
"915",1032
"916",1001
"917",1012
"918",2460
"919",2486
"920",2421
"921",2411
"922",2432
"923",2443
"924",2417
"925",1527
"926",1484
"927",129
"928",2478
"929",2473
"930",100
"931",1384
"932",1436
"933",1421
"934",1435
"935",1427
"936",1381
"937",136
"938",130
"939",83
"940",117
"941",125
"942",141
"943",156
"944",1439
"945",121
"946",144
"947",101
"948",116
"949",138
"950",98
"951",110
"952",93
"953",120
"954",150
"955",114
"956",115
"957",107
"958",1495
"959",1524
"960",143
"961",1540
"962",1467
"963",1560
"964",1461
"965",1552
"966",1521
"967",2442
"968",997
"969",979
"970",963
"971",1516
"972",1549
"973",1458
"974",1511
"975",1539
"976",1496
"977",1550
"978",1556
"979",1482
"980",1477
"981",1559
"982",1499
"983",1544
"984",1543
"985",1528
"986",1465
"987",563
"988",638
"989",652
"990",600
"991",640
"992",628
"993",1545
"994",1541
"995",1485
"996",1486
"997",1530
"998",1512
"999",1534
"1000",1502
"1001",1515
"1002",1464
"1003",1520
"1004",1517
"1005",1476
"1006",1494
"1007",1537
"1008",1459
"1009",1463
"1010",1475
"1011",1525
"1012",1558
"1013",1519
"1014",1506
"1015",568
"1016",1531
"1017",1536
"1018",1453
"1019",1518
"1020",1513
"1021",1505
"1022",1551
"1023",1501
"1024",1450
"1025",1547
"1026",781
"1027",1510
"1028",1470
"1029",1507
"1030",1554
"1031",1535
"1032",759
"1033",848
"1034",782
"1035",1514
"1036",1490
"1037",1489
"1038",1508
"1039",1480
"1040",1462
"1041",1451
"1042",1493
"1043",876
"1044",1523
"1045",1452
"1046",1684
"1047",791
"1048",820
"1049",833
"1050",1697
"1051",1648
"1052",1709
"1053",798
"1054",822
"1055",802
"1056",773
"1057",830
"1058",852
"1059",1642
"1060",1646
"1061",2391
"1062",2341
"1063",2393
"1064",2332
"1065",1674
"1066",1634
"1067",1690
"1068",1710
"1069",1707
"1070",1640
"1071",1631
"1072",1647
"1073",1639
"1074",1704
"1075",1680
"1076",1622
"1077",1626
"1078",1691
"1079",1692
"1080",1683
"1081",1659
"1082",1712
"1083",1665
"1084",1695
"1085",1672
"1086",1629
"1087",1656
"1088",1678
"1089",1625
"1090",1706
"1091",1636
"1092",1666
"1093",1658
"1094",1655
"1095",1623
"1096",1679
"1097",1676
"1098",1677
"1099",1641
"1100",1708
"1101",1702
"1102",1667
"1103",1681
"1104",1661
"1105",1713
"1106",1696
"1107",1654
"1108",1668
"1109",1705
"1110",933
"1111",869
"1112",926
"1113",907
"1114",938
"1115",859
"1116",881
"1117",934
"1118",939
"1119",911
"1120",932
"1121",902
"1122",858
"1123",893
"1124",950
"1125",941
"1126",894
"1127",912
"1128",875
"1129",868
"1130",955
"1131",1685
"1132",1670
"1133",1630
"1134",1689
"1135",1644
"1136",1657
"1137",1653
"1138",1652
"1139",1693
"1140",1663
"1141",1664
"1142",931
"1143",951
"1144",886
"1145",944
"1146",874
"1147",923
"1148",887
"1149",952
"1150",922
"1151",905
"1152",940
"1153",956
"1154",890
"1155",954
"1156",945
"1157",866
"1158",1649
"1159",1635
"1160",1688
"1161",1671
"1162",1645
"1163",1673
"1164",1624
"1165",1699
"1166",3093
"1167",3096
"1168",3086
"1169",3089
"1170",3098
"1171",3101
"1172",3090
"1173",1703
"1174",3099
"1175",2351
"1176",2344
"1177",3108
"1178",3095
"1179",3107
"1180",3092
"1181",3094
"1182",3100
"1183",3087
"1184",3102
"1185",1620
"1186",1569
"1187",1612
"1188",1618
"1189",1613
"1190",1598
"1191",1580
"1192",1593
"1193",1565
"1194",547
"1195",1611
"1196",1576
"1197",1605
"1198",1584
"1199",1596
"1200",1588
"1201",1595
"1202",535
"1203",542
"1204",548
"1205",552
"1206",2921
"1207",2206
"1208",519
"1209",560
"1210",561
"1211",540
"1212",525
"1213",536
"1214",530
"1215",524
"1216",549
"1217",551
"1218",556
"1219",553
"1220",538
"1221",2746
"1222",2772
"1223",2749
"1224",2761
"1225",2758
"1226",2768
"1227",2769
"1228",2763
"1229",2764
"1230",2759
"1231",2755
"1232",2766
"1233",1729
"1234",2757
"1235",2744
"1236",2754
"1237",1722
"1238",1715
"1239",76
"1240",2770
"1241",2756
"1242",2752
"1243",2771
"1244",2751
"1245",2747
"1246",2753
"1247",2767
"1248",3104
"1249",2748
"1250",2750
"1251",2765
"1252",3106
"1253",2760
"1254",3097
"1255",3103
"1256",521
"1257",532
"1258",520
"1259",527
"1260",558
"1261",3105
"1262",539
"1263",550
"1264",534
"1265",543
"1266",529
"1267",523
"1268",2745
"1269",533
"1270",544
"1271",559
"1272",541
"1273",537
"1274",554
"1275",518
"1276",531
"1277",2197
"1278",555
"1279",2175
"1280",2205
"1281",2204
"1282",2199
"1283",2185
"1284",2209
"1285",2186
"1286",2181
"1287",2183
"1288",2207
"1289",2190
"1290",2177
"1291",2196
"1292",2198
"1293",2194
"1294",2184
"1295",2192
"1296",2193
"1297",2187
"1298",182
"1299",202
"1300",209
"1301",161
"1302",175
"1303",1728
"1304",189
"1305",203
"1306",186
"1307",188
"1308",166
"1309",1730
"1310",1727
"1311",1723
"1312",1726
"1313",1720
"1314",1717
"1315",1719
"1316",1721
"1317",1714
"1318",1724
"1319",1725
"1320",171
"1321",1718
"1322",183
"1323",1716
"1324",159
"1325",212
"1326",179
"1327",177
"1328",167
"1329",211
"1330",173
"1331",172
"1332",176
"1333",193
"1334",190
"1335",170
"1336",194
"1337",187
"1338",213
"1339",199
"1340",197
"1341",184
"1342",192
"1343",181
"1344",207
"1345",162
"1346",160
"1347",196
"1348",191
"1349",215
"1350",208
"1351",214
"1352",205
"1353",164
"1354",158
"1355",200
"1356",201
"1357",198
"1358",195
"1359",178
"1360",206
"1361",185
"1362",163
"1363",174
"1364",180
"1365",168
"1366",210
"1367",169
"1368",204
"1369",2189
"1370",2191
"1371",165
"1372",2182
"1373",2180
"1374",2176
"1375",2195
"1376",2201
"1377",2210
"1378",2203
"1379",2178
"1380",2944
"1381",2954
"1382",2200
"1383",2925
"1384",2208
"1385",2179
"1386",2927
"1387",2933
"1388",2924
"1389",2935
"1390",2942
"1391",2937
"1392",2947
"1393",2934
"1394",2956
"1395",2948
"1396",2950
"1397",2936
"1398",2946
"1399",2953
"1400",2940
"1401",2949
"1402",2188
"1403",2202
"1404",2939
"1405",2958
"1406",2938
"1407",2923
"1408",2943
"1409",2928
"1410",2932
"1411",2955
"1412",2922
"1413",2930
"1414",2920
"1415",2941
"1416",2926
"1417",2931
"1418",2957
"1419",546
"1420",522
"1421",2951
"1422",2929
"1423",2952
"1424",2945
"1425",528
"1426",526
"1427",545
"1428",557
"1429",1609
"1430",1591
"1431",1579
"1432",1582
"1433",1615
"1434",1572
"1435",1600
"1436",1567
"1437",1585
"1438",1590
"1439",1601
"1440",1614
"1441",1571
"1442",1603
"1443",1589
"1444",1586
"1445",1568
"1446",1594
"1447",1587
"1448",1583
"1449",1578
"1450",1599
"1451",1597
"1452",1616
"1453",1608
"1454",1566
"1455",3088
"1456",2368
"1457",3091
"1458",2337
"1459",2374
"1460",2380
"1461",2379
"1462",1643
"1463",1701
"1464",1627
"1465",1682
"1466",1637
"1467",254
"1468",274
"1469",264
"1470",279
"1471",253
"1472",236
"1473",218
"1474",216
"1475",232
"1476",223
"1477",234
"1478",237
"1479",276
"1480",230
"1481",238
"1482",263
"1483",246
"1484",226
"1485",275
"1486",249
"1487",224
"1488",242
"1489",265
"1490",235
"1491",270
"1492",245
"1493",241
"1494",240
"1495",222
"1496",251
"1497",278
"1498",260
"1499",277
"1500",248
"1501",909
"1502",896
"1503",882
"1504",888
"1505",901
"1506",892
"1507",266
"1508",221
"1509",229
"1510",267
"1511",244
"1512",217
"1513",269
"1514",271
"1515",243
"1516",262
"1517",231
"1518",239
"1519",257
"1520",268
"1521",255
"1522",259
"1523",273
"1524",233
"1525",2762
"1526",258
"1527",1786
"1528",1779
"1529",1765
"1530",68
"1531",77
"1532",250
"1533",272
"1534",256
"1535",219
"1536",1783
"1537",1785
"1538",1792
"1539",1776
"1540",1790
"1541",1794
"1542",1762
"1543",1777
"1544",1788
"1545",1772
"1546",1768
"1547",1787
"1548",1780
"1549",227
"1550",1791
"1551",228
"1552",1766
"1553",252
"1554",261
"1555",247
"1556",225
"1557",220
"1558",948
"1559",919
"1560",2167
"1561",949
"1562",942
"1563",914
"1564",895
"1565",889
"1566",883
"1567",867
"1568",2127
"1569",871
"1570",903
"1571",878
"1572",930
"1573",947
"1574",927
"1575",937
"1576",880
"1577",936
"1578",928
"1579",1662
"1580",1651
"1581",946
"1582",925
"1583",916
"1584",899
"1585",1711
"1586",1621
"1587",1660
"1588",1638
"1589",1650
"1590",1700
"1591",1632
"1592",1698
"1593",1675
"1594",1633
"1595",1686
"1596",1669
"1597",1687
"1598",913
"1599",920
"1600",1694
"1601",861
"1602",857
"1603",1460
"1604",1532
"1605",906
"1606",898
"1607",897
"1608",943
"1609",953
"1610",877
"1611",884
"1612",924
"1613",910
"1614",929
"1615",935
"1616",885
"1617",918
"1618",863
"1619",862
"1620",891
"1621",870
"1622",856
"1623",855
"1624",958
"1625",957
"1626",921
"1627",904
"1628",917
"1629",879
"1630",864
"1631",872
"1632",2154
"1633",2156
"1634",2138
"1635",2151
"1636",2153
"1637",2143
"1638",2158
"1639",2129
"1640",2164
"1641",2160
"1642",2111
"1643",2159
"1644",2112
"1645",2100
"1646",2104
"1647",2147
"1648",2132
"1649",2145
"1650",2580
"1651",2538
"1652",2658
"1653",2738
"1654",2608
"1655",2741
"1656",2704
"1657",2698
"1658",2713
"1659",2593
"1660",2627
"1661",2706
"1662",2621
"1663",2574
"1664",2697
"1665",2506
"1666",2576
"1667",2607
"1668",2542
"1669",2711
"1670",2681
"1671",2654
"1672",2557
"1673",2720
"1674",2541
"1675",2675
"1676",2727
"1677",2684
"1678",2611
"1679",2511
"1680",2678
"1681",2560
"1682",1778
"1683",1774
"1684",69
"1685",80
"1686",78
"1687",79
"1688",75
"1689",82
"1690",74
"1691",81
"1692",70
"1693",71
"1694",72
"1695",73
"1696",1763
"1697",1771
"1698",1789
"1699",1769
"1700",1781
"1701",2604
"1702",2544
"1703",1770
"1704",1764
"1705",2640
"1706",2737
"1707",2491
"1708",2648
"1709",2547
"1710",2642
"1711",2712
"1712",2572
"1713",1775
"1714",2740
"1715",2529
"1716",2599
"1717",2641
"1718",2543
"1719",2552
"1720",2624
"1721",2567
"1722",2588
"1723",2540
"1724",2662
"1725",2566
"1726",2584
"1727",2629
"1728",2498
"1729",1784
"1730",1767
"1731",2674
"1732",2548
"1733",2669
"1734",2592
"1735",1773
"1736",1782
"1737",2524
"1738",2708
"1739",2680
"1740",2495
"1741",2512
"1742",2527
"1743",2585
"1744",2554
"1745",2533
"1746",2126
"1747",2731
"1748",2595
"1749",2686
"1750",2579
"1751",2522
"1752",2606
"1753",2677
"1754",2660
"1755",2545
"1756",1793
"1757",2110
"1758",2700
"1759",2587
"1760",2668
"1761",2101
"1762",2637
"1763",2120
"1764",2174
"1765",2119
"1766",2117
"1767",2162
"1768",2102
"1769",2125
"1770",2130
"1771",2494
"1772",2732
"1773",2501
"1774",2733
"1775",2168
"1776",2135
"1777",2172
"1778",2113
"1779",2114
"1780",2528
"1781",2131
"1782",2140
"1783",2107
"1784",2166
"1785",2122
"1786",2141
"1787",2123
"1788",2105
"1789",2152
"1790",2106
"1791",2103
"1792",2144
"1793",2173
"1794",2099
"1795",2124
"1796",2121
"1797",2134
"1798",2139
"1799",2157
"1800",2149
"1801",2133
"1802",2116
"1803",2169
"1804",2163
"1805",2171
"1806",2150
"1807",2115
"1808",2155
"1809",865
"1810",873
"1811",860
"1812",908
"1813",915
"1814",900
"1815",959
"1816",1497
"1817",1473
"1818",1468
"1819",1529
"1820",1457
"1821",1492
"1822",1479
"1823",1533
"1824",1488
"1825",1471
"1826",1555
"1827",1561
"1828",1563
"1829",1483
"1830",1526
"1831",85
"1832",127
"1833",151
"1834",94
"1835",155
"1836",153
"1837",105
"1838",142
"1839",145
"1840",109
"1841",112
"1842",108
"1843",135
"1844",97
"1845",140
"1846",157
"1847",124
"1848",106
"1849",146
"1850",131
"1851",139
"1852",148
"1853",99
"1854",2165
"1855",2137
"1856",2136
"1857",2128
"1858",2148
"1859",2170
"1860",2146
"1861",2118
"1862",2108
"1863",2098
"1864",154
"1865",118
"1866",133
"1867",147
"1868",87
"1869",126
"1870",90
"1871",1553
"1872",1454
"1873",86
"1874",1509
"1875",1522
"1876",1498
"1877",1455
"1878",1504
"1879",1478
"1880",1469
"1881",1557
"1882",1456
"1883",1542
"1884",1491
"1885",1500
"1886",1503
"1887",1546
"1888",1466
"1889",1538
"1890",1474
"1891",1481
"1892",1487
"1893",1562
"1894",842
"1895",828
"1896",824
"1897",770
"1898",756
"1899",757
"1900",835
"1901",843
"1902",816
"1903",846
"1904",775
"1905",814
"1906",818
"1907",817
"1908",823
"1909",845
"1910",809
"1911",847
"1912",806
"1913",799
"1914",813
"1915",807
"1916",803
"1917",834
"1918",805
"1919",832
"1920",780
"1921",794
"1922",760
"1923",838
"1924",779
"1925",836
"1926",768
"1927",769
"1928",792
"1929",831
"1930",766
"1931",829
"1932",787
"1933",776
"1934",785
"1935",826
"1936",827
"1937",1333
"1938",839
"1939",815
"1940",1347
"1941",2377
"1942",2369
"1943",2390
"1944",2371
"1945",2361
"1946",2358
"1947",2345
"1948",2349
"1949",2339
"1950",1628
"1951",2354
"1952",2389
"1953",2335
"1954",2336
"1955",2329
"1956",2364
"1957",2370
"1958",2360
"1959",2388
"1960",2375
"1961",2365
"1962",2331
"1963",2363
"1964",2355
"1965",2386
"1966",2387
"1967",2382
"1968",2392
"1969",2348
"1970",2394
"1971",2343
"1972",1975
"1973",1957
"1974",1977
"1975",2001
"1976",2381
"1977",2359
"1978",1962
"1979",2000
"1980",1973
"1981",1619
"1982",1577
"1983",1570
"1984",1602
"1985",1573
"1986",1604
"1987",1575
"1988",1592
"1989",1581
"1990",1617
"1991",1607
"1992",1574
"1993",1610
"1994",1968
"1995",2009
"1996",1606
"1997",1983
"1998",1960
"1999",1969
"2000",1985
"2001",1984
"2002",1989
"2003",1986
"2004",1999
"2005",1971
"2006",2338
"2007",1980
"2008",1982
"2009",2372
"2010",2350
"2011",2352
"2012",2362
"2013",2357
"2014",2330
"2015",2384
"2016",2376
"2017",2366
"2018",2385
"2019",2340
"2020",2342
"2021",2353
"2022",1286
"2023",1358
"2024",1306
"2025",1355
"2026",1301
"2027",1336
"2028",1357
"2029",1353
"2030",1341
"2031",1356
"2032",1292
"2033",1367
"2034",1317
"2035",2383
"2036",1364
"2037",1995
"2038",1993
"2039",1997
"2040",2373
"2041",1967
"2042",2334
"2043",2346
"2044",2347
"2045",2356
"2046",2367
"2047",2333
"2048",2378
"2049",1339
"2050",1321
"2051",1322
"2052",1331
"2053",1312
"2054",1297
"2055",1344
"2056",1288
"2057",1363
"2058",1326
"2059",1302
"2060",850
"2061",796
"2062",810
"2063",801
"2064",854
"2065",790
"2066",762
"2067",764
"2068",774
"2069",788
"2070",777
"2071",3025
"2072",3066
"2073",3070
"2074",3026
"2075",3024
"2076",3037
"2077",3084
"2078",3056
"2079",3028
"2080",1218
"2081",1274
"2082",1246
"2083",1214
"2084",1245
"2085",1199
"2086",1252
"2087",3051
"2088",1219
"2089",1249
"2090",1204
"2091",1239
"2092",1228
"2093",3032
"2094",1233
"2095",3034
"2096",3053
"2097",3047
"2098",3077
"2099",1263
"2100",1224
"2101",3039
"2102",3017
"2103",3015
"2104",3064
"2105",3057
"2106",3048
"2107",3072
"2108",3082
"2109",3063
"2110",3050
"2111",3085
"2112",3083
"2113",3052
"2114",3014
"2115",3042
"2116",3055
"2117",3076
"2118",758
"2119",851
"2120",800
"2121",1303
"2122",1365
"2123",1308
"2124",3045
"2125",3040
"2126",3023
"2127",3074
"2128",3022
"2129",3031
"2130",3075
"2131",3019
"2132",1359
"2133",1335
"2134",1330
"2135",1300
"2136",1354
"2137",1346
"2138",1350
"2139",1299
"2140",1305
"2141",3061
"2142",3060
"2143",3030
"2144",3069
"2145",1362
"2146",1342
"2147",1282
"2148",3062
"2149",3016
"2150",3068
"2151",3071
"2152",3079
"2153",3020
"2154",3029
"2155",1289
"2156",1338
"2157",1293
"2158",1310
"2159",1313
"2160",1328
"2161",1281
"2162",1318
"2163",1296
"2164",1349
"2165",1311
"2166",1291
"2167",1309
"2168",1316
"2169",1284
"2170",1295
"2171",1324
"2172",1343
"2173",1337
"2174",1319
"2175",1348
"2176",1325
"2177",1340
"2178",1974
"2179",1315
"2180",1990
"2181",1966
"2182",2006
"2183",1988
"2184",1992
"2185",1959
"2186",1991
"2187",2004
"2188",1996
"2189",1961
"2190",1994
"2191",1963
"2192",1987
"2193",2007
"2194",1981
"2195",1998
"2196",2008
"2197",1970
"2198",1972
"2199",1964
"2200",1978
"2201",2003
"2202",1979
"2203",1958
"2204",1976
"2205",2002
"2206",2005
"2207",1965
"2208",1334
"2209",1294
"2210",1283
"2211",1360
"2212",1298
"2213",1329
"2214",1285
"2215",1351
"2216",1307
"2217",1290
"2218",1366
"2219",1327
"2220",1314
"2221",1345
