"","x"
"2263",2633
"2264",2500
"2265",2517
"2266",2735
"2267",2716
"2268",2594
"2269",2505
"2270",2575
"2271",2622
"2272",2558
"2273",2682
"2274",2722
"2275",2625
"2276",2721
"2277",2499
"2278",2652
"2279",2619
"2280",2504
"2281",2535
"2282",2583
"2283",2736
"2284",2617
"2285",2496
"2286",2571
"2287",2743
"2288",2651
"2289",2553
"2290",2631
"2291",2645
"2292",2638
"2293",2502
"2294",2694
"2295",2667
"2296",2626
"2297",2620
"2298",2520
"2299",2734
"2300",2597
"2301",2703
"2302",2513
"2303",2613
"2304",2742
"2305",2729
"2306",2555
"2307",2614
"2308",2493
"2309",2685
"2310",2577
"2311",2724
"2312",2518
"2313",2609
"2314",2650
"2315",2730
"2316",2578
"2317",2551
"2318",2632
"2319",2564
"2320",2728
"2321",2534
"2322",2497
"2323",2568
"2324",2726
"2325",2582
"2326",2659
"2327",2590
"2328",2693
"2329",2635
"2330",2509
"2331",2573
"2332",2525
"2333",2612
"2334",2670
"2335",2589
"2336",2610
"2337",2665
"2338",2718
"2339",2676
"2340",2717
"2341",2602
"2342",2634
"2343",2596
"2344",2723
"2345",2679
"2346",2618
"2347",2664
"2348",2559
"2349",2615
"2350",2598
"2351",2507
"2352",2702
"2353",2586
"2354",2536
"2355",2656
"2356",2630
"2357",2516
"2358",2639
"2359",2695
"2360",2643
"2361",2649
"2362",2623
"2363",2653
"2364",2707
"2365",2696
"2366",2537
"2367",2514
"2368",2531
"2369",2710
"2370",2689
"2371",2715
"2372",2530
"2373",2705
"2374",2603
"2375",2657
"2376",2666
"2377",2565
"2378",2616
"2379",2519
"2380",2556
"2381",2561
"2382",2600
"2383",2671
"2384",2673
"2385",2709
"2386",2550
"2387",2546
"2388",2688
"2389",2532
"2390",2605
"2391",2601
"2392",2549
"2393",2563
"2394",2628
"2395",2109
"2396",2161
"2397",2142
"2398",2683
"2399",2569
"2400",2714
"2401",2508
"2402",123
"2403",149
"2404",113
"2405",137
"2406",92
"2407",102
"2408",152
"2409",1135
"2410",1116
"2411",1121
"2412",1112
"2413",1100
"2414",1133
"2415",1399
"2416",1092
"2417",1109
"2418",1090
"2419",1104
"2420",1110
"2421",1093
"2422",1139
"2423",1087
"2424",1088
"2425",1095
"2426",1120
"2427",1086
"2428",1114
"2429",1143
"2430",1101
"2431",1119
"2432",1084
"2433",1094
"2434",1368
"2435",1386
"2436",1370
"2437",1098
"2438",1446
"2439",1142
"2440",1118
"2441",1099
"2442",1081
"2443",1137
"2444",1085
"2445",1089
"2446",1091
"2447",1106
"2448",1080
"2449",1136
"2450",1107
"2451",1128
"2452",1140
"2453",1129
"2454",1102
"2455",1130
"2456",1083
"2457",1103
"2458",1096
"2459",1082
"2460",1126
"2461",1124
"2462",1131
"2463",1115
"2464",1123
"2465",1117
"2466",1105
"2467",1108
"2468",1134
"2469",1127
"2470",1111
"2471",1125
"2472",1132
"2473",1424
"2474",1441
"2475",1138
"2476",1413
"2477",1404
"2478",1385
"2479",1423
"2480",1433
"2481",1422
"2482",1390
"2483",1391
"2484",1397
"2485",49
"2486",1387
"2487",1388
"2488",65
"2489",13
"2490",1444
"2491",1401
"2492",1383
"2493",1400
"2494",1431
"2495",1406
"2496",1410
"2497",1382
"2498",1378
"2499",1442
"2500",1392
"2501",1430
"2502",1394
"2503",1409
"2504",1434
"2505",1443
"2506",91
"2507",104
"2508",95
"2509",122
"2510",103
"2511",1373
"2512",1389
"2513",1448
"2514",1374
"2515",1377
"2516",1371
"2517",1407
"2518",1428
"2519",1432
"2520",1398
"2521",1379
"2522",12
"2523",1405
"2524",60
"2525",1402
"2526",1429
"2527",1418
"2528",1417
"2529",1447
"2530",1420
"2531",1411
"2532",1380
"2533",1419
"2534",54
"2535",29
"2536",64
"2537",67
"2538",47
"2539",38
"2540",1415
"2541",1408
"2542",1396
"2543",1440
"2544",1437
"2545",1426
"2546",1438
"2547",2430
"2548",2414
"2549",2462
"2550",2485
"2551",17
"2552",30
"2553",40
"2554",39
"2555",2444
"2556",2445
"2557",2435
"2558",2397
"2559",2437
"2560",2436
"2561",2475
"2562",1070
"2563",1031
"2564",976
"2565",987
"2566",1072
"2567",1076
"2568",1013
"2569",1010
"2570",750
"2571",725
"2572",676
"2573",722
"2574",710
"2575",699
"2576",751
"2577",694
"2578",685
"2579",673
"2580",735
"2581",703
"2582",1071
"2583",702
"2584",980
"2585",741
"2586",721
"2587",732
"2588",679
"2589",666
"2590",670
"2591",716
"2592",693
"2593",712
"2594",692
"2595",743
"2596",697
"2597",711
"2598",696
"2599",681
"2600",690
"2601",668
"2602",701
"2603",2063
"2604",2090
"2605",2072
"2606",2029
"2607",2095
"2608",1209
"2609",739
"2610",680
"2611",665
"2612",1227
"2613",1243
"2614",2035
"2615",2044
"2616",2078
"2617",664
"2618",753
"2619",698
"2620",755
"2621",720
"2622",707
"2623",1272
"2624",1210
"2625",1235
"2626",1278
"2627",1244
"2628",1230
"2629",1279
"2630",1260
"2631",1247
"2632",1271
"2633",1241
"2634",1273
"2635",1229
"2636",1276
"2637",1222
"2638",1275
"2639",1216
"2640",1220
"2641",1205
"2642",1236
"2643",1200
"2644",1238
"2645",1231
"2646",1256
"2647",1259
"2648",1251
"2649",1234
"2650",1226
"2651",1270
"2652",1253
"2653",1206
"2654",1203
"2655",1232
"2656",1198
"2657",1201
"2658",1265
"2659",1257
"2660",1266
"2661",1268
"2662",1213
"2663",1221
"2664",1212
"2665",1202
"2666",1242
"2667",1207
"2668",1225
"2669",1237
"2670",1217
"2671",1269
"2672",1262
"2673",1223
"2674",1215
"2675",1254
"2676",1264
"2677",1240
"2678",1280
"2679",1248
"2680",1250
"2681",1261
"2682",1258
"2683",1267
"2684",1277
"2685",1211
"2686",683
"2687",706
"2688",748
"2689",715
"2690",729
"2691",738
"2692",700
"2693",719
"2694",599
"2695",607
"2696",708
"2697",727
"2698",709
"2699",1208
"2700",734
"2701",713
"2702",688
"2703",672
"2704",754
"2705",671
"2706",675
"2707",669
"2708",695
"2709",730
"2710",724
"2711",717
"2712",686
"2713",742
"2714",667
"2715",749
"2716",653
"2717",746
"2718",584
"2719",747
"2720",674
"2721",691
"2722",723
"2723",718
"2724",704
"2725",736
"2726",733
"2727",684
"2728",744
"2729",2077
"2730",2066
"2731",2092
"2732",2045
"2733",2023
"2734",2033
"2735",2038
"2736",2021
"2737",2058
"2738",2089
"2739",2020
"2740",2064
"2741",2084
"2742",2055
"2743",2042
"2744",2011
"2745",2015
"2746",2028
"2747",731
"2748",752
"2749",687
"2750",678
"2751",967
"2752",1018
"2753",2040
"2754",2018
"2755",2022
"2756",978
"2757",998
"2758",1000
"2759",1055
"2760",971
"2761",2017
"2762",1040
"2763",968
"2764",984
"2765",1058
"2766",992
"2767",1014
"2768",1022
"2769",985
"2770",1020
"2771",966
"2772",2407
"2773",2481
"2774",2423
"2775",2439
"2776",2472
"2777",2409
"2778",2426
"2779",1025
"2780",1056
"2781",1026
"2782",1007
"2783",2838
"2784",2428
"2785",2431
"2786",2424
"2787",1914
"2788",1956
"2789",1917
"2790",1862
"2791",1870
"2792",1955
"2793",2860
"2794",2821
"2795",2910
"2796",2846
"2797",3003
"2798",2990
"2799",2809
"2800",2971
"2801",2789
"2802",2888
"2803",2798
"2804",2913
"2805",2912
"2806",2863
"2807",2819
"2808",2903
"2809",2830
"2810",2817
"2811",2854
"2812",1941
"2813",1890
"2814",1886
"2815",1936
"2816",1885
"2817",1932
"2818",1875
"2819",1909
"2820",1899
"2821",1938
"2822",1865
"2823",1882
"2824",1903
"2825",1939
"2826",1934
"2827",2299
"2828",1880
"2829",1927
"2830",1921
"2831",1866
"2832",2308
"2833",2316
"2834",2303
"2835",2304
"2836",2327
"2837",2290
"2838",2296
"2839",2325
"2840",2313
"2841",2298
"2842",2317
"2843",2295
"2844",1860
"2845",1933
"2846",1919
"2847",1918
"2848",1940
"2849",1869
"2850",1916
"2851",1946
"2852",2311
"2853",2310
"2854",2322
"2855",2314
"2856",2302
"2857",2294
"2858",2328
"2859",1892
"2860",1911
"2861",1874
"2862",1905
"2863",1858
"2864",1953
"2865",1859
"2866",1942
"2867",2804
"2868",2895
"2869",2880
"2870",2986
"2871",2797
"2872",2968
"2873",2999
"2874",3013
"2875",2982
"2876",2875
"2877",2869
"2878",2824
"2879",1951
"2880",1861
"2881",2440
"2882",2480
"2883",2484
"2884",2867
"2885",2906
"2886",2879
"2887",2476
"2888",2404
"2889",2883
"2890",2877
"2891",2866
"2892",2800
"2893",2812
"2894",1057
"2895",1019
"2896",1024
"2897",1054
"2898",1078
"2899",972
"2900",1036
"2901",1017
"2902",995
"2903",1039
"2904",2988
"2905",2981
"2906",2961
"2907",3008
"2908",2980
"2909",2998
"2910",2978
"2911",3002
"2912",2965
"2913",2966
"2914",2992
"2915",2962
"2916",3009
"2917",2969
"2918",3001
"2919",2967
"2920",2979
"2921",3007
"2922",2975
"2923",3004
"2924",2959
"2925",3000
"2926",3005
"2927",2970
"2928",2974
"2929",2876
"2930",2820
"2931",2919
"2932",2972
"2933",1160
"2934",2991
"2935",2960
"2936",2215
"2937",2239
"2938",2238
"2939",1180
"2940",2977
"2941",2808
"2942",2816
"2943",2839
"2944",1174
"2945",1172
"2946",1169
"2947",2266
"2948",2275
"2949",2221
"2950",2242
"2951",2213
"2952",2226
"2953",2272
"2954",2237
"2955",2234
"2956",2252
"2957",1799
"2958",1796
"2959",2263
"2960",2222
"2961",2243
"2962",2227
"2963",2217
"2964",2241
"2965",2224
"2966",2228
"2967",2254
"2968",2244
"2969",2260
"2970",2231
"2971",2211
"2972",1165
"2973",1162
"2974",1176
"2975",1179
"2976",1168
"2977",1181
"2978",1182
"2979",2787
"2980",1178
"2981",290
"2982",1164
"2983",288
"2984",1173
"2985",2277
"2986",2246
"2987",2225
"2988",2261
"2989",2233
"2990",2256
"2991",2219
"2992",1750
"2993",1758
"2994",2216
"2995",2249
"2996",2258
"2997",2223
"2998",2264
"2999",2248
"3000",2232
"3001",2259
"3002",2265
"3003",2270
"3004",2251
"3005",2257
"3006",2229
"3007",2250
"3008",2276
"3009",2267
"3010",2218
"3011",1848
"3012",1802
"3013",1843
"3014",2269
"3015",1845
"3016",1856
"3017",1822
"3018",1831
"3019",1826
"3020",1809
"3021",1813
"3022",1855
"3023",1820
"3024",1829
"3025",1853
"3026",1844
"3027",1800
"3028",1828
"3029",1832
"3030",1817
"3031",1819
"3032",1827
"3033",1816
"3034",1833
"3035",1821
"3036",1806
"3037",1849
"3038",1803
"3039",1798
"3040",2268
"3041",2245
"3042",2274
"3043",1807
"3044",1847
"3045",2255
"3046",1761
"3047",2262
"3048",1759
"3049",1754
"3050",1760
"3051",1747
"3052",1742
"3053",1756
"3054",1838
"3055",1830
"3056",1834
"3057",1850
"3058",1808
"3059",282
"3060",1805
"3061",1185
"3062",1189
"3063",1191
"3064",1190
"3065",281
"3066",286
"3067",287
"3068",2281
"3069",1194
"3070",1197
"3071",1192
"3072",1738
"3073",1736
"3074",1733
"3075",2785
"3076",2774
"3077",1836
"3078",1795
"3079",1841
"3080",1814
"3081",1842
"3082",1823
"3083",1812
"3084",1840
"3085",1815
"3086",1851
"3087",1852
"3088",2783
"3089",2786
"3090",1740
"3091",1737
"3092",1735
"3093",2781
"3094",2773
"3095",2784
"3096",2780
"3097",2776
"3098",1810
"3099",1839
"3100",1811
"3101",1804
"3102",2779
"3103",2778
"3104",2782
"3105",2777
"3106",1147
"3107",1156
"3108",1154
